"datetime","cica","tair","vpd","Fwsoil","year","month","doy","hour"
2013-01-01 05:30:00,0.612725913524628,301.387451171875,10735.1217746173,0.433335304260254,2013,1,1,5
2013-01-01 06:00:00,0.617043912410736,301.483673095703,10750.0989784826,0.433266788721085,2013,1,1,6
2013-01-01 06:30:00,0.610034584999084,301.988677978516,10828.9601444021,0.433048486709595,2013,1,1,6
2013-01-01 07:00:00,0.603013038635254,302.771697998047,10952.0881260167,0.432741641998291,2013,1,1,7
2013-01-01 07:30:00,0.559988856315613,305.018951416016,11311.2669019527,0.432258754968643,2013,1,1,7
2013-01-01 08:00:00,0.548040449619293,306.911254882812,11620.4598632931,0.43159618973732,2013,1,1,8
2013-01-01 08:30:00,0.465514093637466,308.235015869141,11840.4640619615,0.430959969758987,2013,1,1,8
2013-01-01 09:00:00,0.427620589733124,309.302978515625,12020.2002193943,0.430371880531311,2013,1,1,9
2013-01-01 09:30:00,0.410344004631042,310.153930664062,12164.8585701648,0.429893285036087,2013,1,1,9
2013-01-01 10:00:00,0.393245488405228,310.735290527344,12264.4278284886,0.429403871297836,2013,1,1,10
2013-01-01 10:30:00,0.382727026939392,311.105072021484,12328.0737579937,0.428916037082672,2013,1,1,10
2013-01-01 11:00:00,0.373580008745193,311.751495361328,12439.9240626031,0.42835921049118,2013,1,1,11
2013-01-01 11:30:00,0.367155343294144,312.005950927734,12484.158199659,0.427732139825821,2013,1,1,11
2013-01-01 12:00:00,0.362080961465836,312.330688476562,12540.7794701753,0.427036702632904,2013,1,1,12
2013-01-01 12:30:00,0.354909360408783,312.771820068359,12618.0000288702,0.426277339458466,2013,1,1,12
2013-01-01 13:00:00,0.360273152589798,312.909851074219,12642.2348593506,0.425467878580093,2013,1,1,13
2013-01-01 13:30:00,0.364016592502594,313.143096923828,12683.2651552658,0.424599796533585,2013,1,1,13
2013-01-01 14:00:00,0.379443138837814,312.972869873047,12653.3107613832,0.423827260732651,2013,1,1,14
2013-01-01 14:30:00,0.384265393018723,313.413696289062,12730.9900135106,0.423103839159012,2013,1,1,14
2013-01-01 15:00:00,0.410071641206741,313.145263671875,12683.6467513965,0.422481179237366,2013,1,1,15
2013-01-01 15:30:00,0.389472484588623,313.580017089844,12760.3893994581,0.421803683042526,2013,1,1,15
2013-01-01 16:00:00,0.37806636095047,313.992950439453,12833.5985531562,0.421295195817947,2013,1,1,16
2013-01-01 16:30:00,0.398516207933426,313.836608886719,12805.84432041,0.420748621225357,2013,1,1,16
2013-01-01 17:00:00,0.407942920923233,313.914245605469,12819.6212308405,0.420104742050171,2013,1,1,17
2013-01-01 17:30:00,0.405372262001038,314.399322509766,12905.9479660111,0.419519990682602,2013,1,1,17
2013-01-01 18:00:00,0.426263630390167,313.858947753906,12809.8072079514,0.418987810611725,2013,1,1,18
2013-01-01 18:30:00,0.439222007989883,313.707977294922,12783.042379165,0.418373346328735,2013,1,1,18
2013-01-01 19:00:00,0.452940553426743,313.396636962891,12727.9773123247,0.417956441640854,2013,1,1,19
2013-01-02 06:00:00,0.638255834579468,300.604400634766,10613.8090789753,0.414572924375534,2013,1,2,6
2013-01-02 06:30:00,0.624574661254883,301.773742675781,10795.3355413553,0.414485841989517,2013,1,2,6
2013-01-02 07:00:00,0.594853579998016,303.887084960938,11129.2731615132,0.414269983768463,2013,1,2,7
2013-01-02 07:30:00,0.536026477813721,305.234649658203,11346.1903981892,0.413875252008438,2013,1,2,7
2013-01-02 08:00:00,0.529739260673523,306.670135498047,11580.7081216741,0.413325935602188,2013,1,2,8
2013-01-02 08:30:00,0.468664854764938,307.188903808594,11666.3414903139,0.412794440984726,2013,1,2,8
