"datetime","cica","tair","vpd","Fwsoil","year","month","doy","hour"
2013-01-01 05:30:00,0.852883636951447,291.513336181641,9279.30023644714,1,2013,1,1,5
2013-01-01 06:00:00,0.836615204811096,295.166656494141,9799.47809044255,1,2013,1,1,6
2013-01-01 06:30:00,0.825421810150146,297.676666259766,10169.3271192351,1,2013,1,1,6
2013-01-01 07:00:00,0.817981719970703,300.220001220703,10554.6440105845,1,2013,1,1,7
2013-01-01 07:30:00,0.809909701347351,301.760009765625,10793.1979608012,1,2013,1,1,7
2013-01-01 08:00:00,0.799849033355713,302.913330078125,10974.4713422602,1,2013,1,1,8
2013-01-01 08:30:00,0.78865909576416,304.036651611328,11153.2033915764,1,2013,1,1,8
2013-01-01 09:00:00,0.776660680770874,304.630004882812,11248.4834022238,1,2013,1,1,9
2013-01-01 09:30:00,0.762122750282288,305.186676025391,11338.422987443,1,2013,1,1,9
2013-01-01 10:00:00,0.746258080005646,305.369995117188,11368.1579624188,1,2013,1,1,10
2013-01-01 10:30:00,0.724230051040649,305.75,11429.9815084169,1,2013,1,1,10
2013-01-01 11:00:00,0.697425007820129,306.386657714844,11534.1213613978,1,2013,1,1,11
2013-01-01 11:30:00,0.674737811088562,307.059997558594,11645.0280447336,1,2013,1,1,11
2013-01-01 12:00:00,0.664236128330231,307.410003662109,11702.9907956259,1,2013,1,1,12
2013-01-01 12:30:00,0.65427428483963,308.410003662109,11869.7773492313,1,2013,1,1,12
2013-01-01 13:00:00,0.650576293468475,309.160003662109,11996.022367105,1,2013,1,1,13
2013-01-01 13:30:00,0.659699738025665,309.106658935547,11987.010404186,1,2013,1,1,13
2013-01-01 14:00:00,0.682888150215149,309.033325195312,11974.6295497047,1,2013,1,1,14
2013-01-01 14:30:00,0.717355132102966,309.3466796875,12027.5997986811,1,2013,1,1,14
2013-01-01 15:00:00,0.743399620056152,309.606658935547,12071.6791867456,1,2013,1,1,15
2013-01-01 15:30:00,0.752482831478119,309.306671142578,12020.8269743873,1,2013,1,1,15
2013-01-01 16:00:00,0.756995379924774,308.739990234375,11925.2010681849,1,2013,1,1,16
2013-01-01 16:30:00,0.761365592479706,308.339996337891,11858.0443580024,1,2013,1,1,16
2013-01-01 17:00:00,0.757490992546082,307.920013427734,11787.835080771,1,2013,1,1,17
2013-01-01 17:30:00,0.751271188259125,307.066680908203,11646.1344013654,1,2013,1,1,17
2013-01-01 18:00:00,0.741971611976624,305.976654052734,11466.9778831514,1,2013,1,1,18
2013-01-02 05:30:00,0.863266110420227,291.186676025391,9233.81770117769,1,2013,1,2,5
2013-01-02 06:00:00,0.85076105594635,292.373321533203,9399.83493010516,1,2013,1,2,6
2013-01-02 06:30:00,0.840523481369019,293.320007324219,9533.88004899784,1,2013,1,2,6
2013-01-02 07:00:00,0.835876703262329,294.206665039062,9660.72168988965,1,2013,1,2,7
2013-01-02 07:30:00,0.828989267349243,295.359985351562,9827.59984117812,1,2013,1,2,7
2013-01-02 08:00:00,0.82122415304184,296.526672363281,9998.60108877602,1,2013,1,2,8
2013-01-02 08:30:00,0.813562154769897,298.029998779297,10222.2174118147,1,2013,1,2,8
2013-01-02 09:00:00,0.801142275333405,299.716674804688,10477.5385707691,1,2013,1,2,9
2013-01-02 09:30:00,0.789809048175812,301.109985351562,10692.0219733082,1,2013,1,2,9
2013-01-02 10:00:00,0.77998286485672,301.156677246094,10699.2664342883,1,2013,1,2,10
2013-01-02 10:30:00,0.768886387348175,301.896667480469,10814.5614139023,1,2013,1,2,10
2013-01-02 11:00:00,0.753799259662628,302.556671142578,10918.1748989387,1,2013,1,2,11
2013-01-02 11:30:00,0.745062649250031,303.136657714844,11009.8363505068,1,2013,1,2,11
2013-01-02 12:00:00,0.73879212141037,303.429992675781,11056.413152443,1,2013,1,2,12
2013-01-02 12:30:00,0.734896302223206,303.893341064453,11130.2845788935,1,2013,1,2,12
2013-01-02 13:00:00,0.736220836639404,304.386657714844,11209.3370753174,1,2013,1,2,13
2013-01-02 13:30:00,0.745645523071289,304.263336181641,11189.5358817896,1,2013,1,2,13
2013-01-02 14:00:00,0.756650149822235,304.17333984375,11175.1022787382,1,2013,1,2,14
2013-01-02 14:30:00,0.76217782497406,304.609985351562,11245.2610888689,1,2013,1,2,14
2013-01-02 15:00:00,0.769619047641754,304.8466796875,11283.4296466336,1,2013,1,2,15
2013-01-02 15:30:00,0.773743152618408,305.053344726562,11316.8345288476,1,2013,1,2,15
2013-01-02 16:00:00,0.777117908000946,304.839996337891,11282.350174102,1,2013,1,2,16
2013-01-02 16:30:00,0.777916193008423,304.609985351562,11245.2604919896,1,2013,1,2,16
2013-01-02 17:00:00,0.775606691837311,304.206665039062,11180.4441744619,1,2013,1,2,17
2013-01-02 17:30:00,0.769299447536469,303.489990234375,11065.9568102699,1,2013,1,2,17
2013-01-02 18:00:00,0.760580062866211,302.130004882812,10851.1086979151,1,2013,1,2,18
2013-01-03 05:30:00,0.857515633106232,293.026672363281,9492.19169926817,1,2013,1,3,5
2013-01-03 06:00:00,0.847689092159271,294.209991455078,9661.19791763669,1,2013,1,3,6
2013-01-03 06:30:00,0.838008165359497,295.273345947266,9814.98666533965,1,2013,1,3,6
2013-01-03 07:00:00,0.832992017269135,296.57666015625,10005.9741214121,1,2013,1,3,7
2013-01-03 07:30:00,0.825131416320801,297.883331298828,10200.2342370421,1,2013,1,3,7
2013-01-03 08:00:00,0.816676080226898,298.820007324219,10341.2148845753,1,2013,1,3,8
2013-01-03 08:30:00,0.806964635848999,300.016662597656,10523.4393927699,1,2013,1,3,8
2013-01-03 09:00:00,0.796949803829193,301.033325195312,10680.1314431338,1,2013,1,3,9
2013-01-03 09:30:00,0.78588193655014,301.920013427734,10818.2082824171,1,2013,1,3,9
2013-01-03 10:00:00,0.770589172840118,302.803344726562,10957.0831391625,1,2013,1,3,10
2013-01-03 10:30:00,0.750917196273804,303.626678466797,11087.7188677917,1,2013,1,3,10
2013-01-03 11:00:00,0.731766760349274,304.433319091797,11216.8288540317,1,2013,1,3,11
2013-01-03 11:30:00,0.712152719497681,305.109985351562,11325.9973169526,1,2013,1,3,11
2013-01-03 12:00:00,0.695288240909576,305.796661376953,11437.5871439916,1,2013,1,3,12
2013-01-03 12:30:00,0.685896992683411,306.383331298828,11533.5721203404,1,2013,1,3,12
2013-01-03 13:00:00,0.678177952766418,307.396667480469,11700.7744237366,1,2013,1,3,13
2013-01-03 13:30:00,0.681146383285522,308.019989013672,11804.5154252082,1,2013,1,3,13
2013-01-03 14:00:00,0.701830446720123,308.233337402344,11840.1803153646,1,2013,1,3,14
2013-01-03 14:30:00,0.723848104476929,308.603332519531,11902.2208798637,1,2013,1,3,14
2013-01-03 15:00:00,0.745661497116089,309.040008544922,11975.7531101549,1,2013,1,3,15
2013-01-03 15:30:00,0.753745496273041,308.983337402344,11966.1911956816,1,2013,1,3,15
2013-01-03 16:00:00,0.757161676883698,309.186676025391,12000.5261590437,1,2013,1,3,16
2013-01-03 16:30:00,0.75849986076355,308.776672363281,11931.3694967704,1,2013,1,3,16
2013-01-03 17:00:00,0.753213286399841,308.836669921875,11941.4710349933,1,2013,1,3,17
2013-01-03 17:30:00,0.74386340379715,308.570007324219,11896.6235215226,1,2013,1,3,17
2013-01-03 18:00:00,0.730713367462158,307.836669921875,11773.9356111117,1,2013,1,3,18
2013-01-04 05:30:00,0.837491989135742,299.303344726562,10414.5310409432,1,2013,1,4,5
2013-01-04 06:00:00,0.822884857654572,300.466674804688,10592.5843668144,1,2013,1,4,6
2013-01-04 06:30:00,0.811308860778809,302.010009765625,10832.2974038913,1,2013,1,4,6
2013-01-04 07:00:00,0.807579100131989,303.263336181641,11029.9266229324,1,2013,1,4,7
2013-01-04 07:30:00,0.796345412731171,304.743347167969,11266.7488343122,1,2013,1,4,7
2013-01-04 08:00:00,0.786300539970398,305.843322753906,11445.1993562874,1,2013,1,4,8
2013-01-04 08:30:00,0.770804941654205,306.700012207031,11585.6324838131,1,2013,1,4,8
2013-01-04 09:00:00,0.748412072658539,307.726654052734,11755.6095732928,1,2013,1,4,9
2013-01-04 09:30:00,0.71372401714325,308.609985351562,11903.3376162239,1,2013,1,4,9
2013-01-04 10:00:00,0.675222039222717,308.880004882812,11948.7696873102,1,2013,1,4,10
2013-01-04 10:30:00,0.650711238384247,309.726654052734,12092.0586336462,1,2013,1,4,10
2013-01-04 11:00:00,0.63775372505188,310.4033203125,12207.4940922576,1,2013,1,4,11
2013-01-04 11:30:00,0.630028963088989,310.890014648438,12291.0256974097,1,2013,1,4,11
2013-01-04 12:00:00,0.625363647937775,311.253326416016,12353.6572942963,1,2013,1,4,12
